cliente_id,nome,email,idade,cidade,estado,data_ultima_compra,total_gasto,frequencia_compras,forma_pagamento,satisfacao,cliente_ativo
483,Darrell Roberson,tyler75@hotmail.com,54,Fitzpatrickton,KS,2025-03-01,4430.52,18,Débito,2,False
484,Danny Simpson,wilsonsydney@gmail.com,22,Denisechester,LA,2025-02-04,2025.54,8,Pix,5,True
485,Katrina Peterson,ljones@yahoo.com,34,Port James,MT,2025-03-08,4631.72,16,Boleto,4,True
486,Kenneth Perez,donaldpope@jenkins.com,66,Brayhaven,MO,2024-08-24,1332.97,24,Boleto,4,True
487,James Chang,timothyjackson@moore-davis.com,65,Dianefort,CT,2024-08-14,873.63,2,Crédito,4,True
488,Timothy Newton,bergdanny@yahoo.com,28,South Lisafurt,OH,2024-11-25,3955.61,6,Crédito,2,False
489,Dr. Ian Cruz,brendafrederick@gmail.com,63,Robertborough,WI,2024-09-11,4867.78,1,Débito,4,False
490,Richard Morales,bmarquez@yahoo.com,58,Shelbyland,AK,2024-04-25,403.98,24,Débito,4,True
491,Kaitlin Douglas,phillipsamber@yahoo.com,48,Turnerton,SD,2024-12-12,590.01,14,Crédito,3,True
492,Thomas Reynolds,christopher34@yahoo.com,45,North Coleberg,RI,2024-04-09,1657.7,9,Pix,5,False
493,James Miranda,lindseyrodriguez@henderson-evans.com,61,West Gregorybury,NM,2025-01-01,2677.16,21,Crédito,4,False
494,Sharon Castillo MD,horntaylor@moss-patterson.com,49,Port Stephen,WI,2024-11-10,3550.93,22,Pix,4,True
495,Gregory Sanchez,zhenderson@hotmail.com,38,Port Laurieport,WA,2024-06-30,4782.2,19,Crédito,5,True
496,Tyler Porter,tkim@hotmail.com,24,Wrighthaven,GA,2024-12-18,677.32,17,Crédito,2,True
497,James Price,gmitchell@white.com,27,Sharonfurt,IL,2025-03-21,1845.94,14,Pix,1,False
498,Veronica Bray,stewartadam@gmail.com,45,Timothybury,AZ,2024-12-28,1404.79,9,Pix,4,False
499,Lisa Lowe,adamsdenise@yahoo.com,65,South Blakeborough,RI,2024-03-24,4056.35,7,Pix,2,True
500,Katelyn Edwards,jonathanthornton@harper.com,53,Jenniferfurt,NJ,2024-11-02,901.44,6,Boleto,2,True
501,Anna Stewart,gonzalezcody@williams.com,37,Tanyafurt,MO,2025-03-02,4396.51,4,Boleto,3,True
502,Crystal Ponce,xmoore@gmail.com,30,Ashleyville,KY,2024-09-11,3891.18,9,Pix,2,True
503,Ms. Amanda Davis,dcruz@duran.info,36,Lake Sarabury,UT,2024-06-22,4430.71,13,Boleto,3,True
504,Gabriel Wilson,glynch@crane.org,67,Smithborough,NY,2024-12-24,4848.92,14,Pix,1,False
505,Helen Hall,sherri29@huang-hoover.org,28,Lake Joshua,AZ,2024-12-07,2909.88,17,Pix,3,True
506,James Smith,zroberts@yahoo.com,52,West Davidstad,HI,2024-11-15,2346.22,24,Pix,4,True
507,Larry Donovan,jennifermiller@hotmail.com,51,Lake Xavier,CO,2024-09-13,2476.65,19,Débito,5,False
508,Patrick Gonzalez,nguyenkimberly@yahoo.com,61,West Susan,ID,2025-02-19,4488.01,11,Crédito,4,True
509,Steven Mathis,kathleen81@gmail.com,21,Anthonyhaven,NY,2024-12-02,1122.55,9,Pix,2,True
510,Christopher Young,margaret43@miller.com,30,Lake Vicki,MN,2025-03-09,1939.22,24,Boleto,4,True
511,Janet Aguirre,christopher90@gmail.com,54,Rodriguezmouth,NM,2024-06-21,3241.55,23,Boleto,1,False
512,James Cannon,christopheranderson@garner.com,19,Jillside,NM,2024-12-05,3608.56,17,Boleto,4,True
513,Debra Aguilar,fchan@walker.com,67,Johnnyshire,NY,2024-08-11,376.22,22,Débito,4,True
514,Samantha Byrd,john14@yahoo.com,18,North Regina,CA,2024-07-18,4892.95,19,Crédito,1,True
515,Linda Davis,drobinson@martinez.net,57,Robertburgh,TN,2024-09-29,1724.11,11,Boleto,4,True
516,Michelle Nelson,amandadiaz@davis.com,42,Hartmanville,KS,2025-03-07,1109.71,16,Crédito,4,True
517,Lisa Hopkins,ewatson@ayers-joseph.com,54,West Cynthia,GA,2025-01-02,1605.15,7,Crédito,3,False
518,Kenneth Keller,taustin@moore-conley.com,53,Stephaniestad,ME,2024-06-14,4925.39,5,Débito,5,True
519,Jordan Martinez,pbrooks@hotmail.com,23,Cobbside,NY,2024-12-28,3376.03,16,Débito,3,True
520,Thomas Martinez,isandoval@proctor-walton.com,24,New Amandaberg,AZ,2024-11-10,1301.86,1,Crédito,3,True
521,Julie Gibson,stewartmatthew@jacobs.com,21,Jenniferfort,MO,2024-04-21,1085.37,4,Débito,2,True
522,Jason Bennett,debbiewilliams@gmail.com,52,Lake Melissa,DE,2024-04-12,466.99,21,Débito,4,True
523,Gabriela Short,steven63@anderson.net,58,East Micheleland,MN,2024-04-07,1879.75,16,Pix,2,False
524,David Castillo,georgerichard@wall.org,51,Teresaside,FL,2024-07-31,4136.39,16,Boleto,3,True
525,Allison Cummings,timosborne@hotmail.com,46,North Steventon,MI,2024-06-10,1449.58,2,Débito,4,True
526,Jared Duran,steven57@washington.com,22,Danielleton,NC,2024-04-10,1905.61,19,Crédito,3,False
527,Jeffrey King,dmurphy@gmail.com,44,Mccarthyhaven,MT,2024-06-05,3831.04,9,Crédito,4,True
528,Darren Campbell,millerrobert@clark-rogers.com,50,Anthonybury,AL,2025-01-07,3510.14,10,Débito,5,True
529,Linda Noble,okelley@yahoo.com,63,Port Crystalside,SD,2024-08-31,2120.92,9,Débito,1,True
530,Kelly Miller,bwashington@gonzalez-gonzalez.com,69,East Matthewstad,WY,2024-09-29,905.16,8,Crédito,3,True
531,Joseph Nunez,washingtoncarly@thompson-livingston.com,27,Lake Alicia,ID,2024-04-08,4479.49,16,Boleto,5,True
532,Brittney Johnson,eharper@long.com,23,Wilkinsmouth,SD,2024-04-21,2917.8,10,Crédito,4,False
533,Renee Cannon,deanna54@gmail.com,51,New Stephenmouth,VT,2024-12-14,1358.16,20,Débito,5,False
534,Michael Jenkins,kellerarthur@yahoo.com,25,East Jenniferburgh,TN,2024-03-26,1260.27,23,Débito,5,True
535,James Cobb,lknight@saunders.net,48,East Christine,GA,2024-07-17,2297.09,4,Pix,5,False
536,Tonya Barron,grace72@nelson.com,26,East Matthew,FL,2024-05-15,2075.42,24,Crédito,3,True
537,Kelly Ramsey,christophercole@santos-thomas.com,38,Cameronton,AL,2024-05-11,437.51,15,Débito,1,True
538,Thomas Marquez,sextonjonathan@herman.info,25,West Robert,IL,2024-08-09,4721.4,24,Boleto,5,True
539,Jessica Schultz,pamela16@yahoo.com,21,Lake Davidchester,CA,2024-12-18,3956.08,3,Débito,2,False
540,Stephanie Duncan,wpeterson@yahoo.com,39,Taylorside,UT,2024-12-12,2533.09,24,Débito,2,False
541,Jeremy Sanchez,ebony73@williams.com,45,Coryton,NJ,2025-01-22,1701.82,12,Crédito,4,True
542,Sarah Peters,rhonda30@gmail.com,62,Masseyport,SD,2024-11-16,989.23,21,Pix,4,True
543,Andrew Anderson,sabrinasullivan@yahoo.com,21,Port Justin,CT,2024-11-20,914.82,4,Boleto,5,True
544,Michael Walker,barbersusan@gmail.com,56,South Danielhaven,SD,2025-01-22,1278.4,15,Débito,4,False
545,Shannon Todd,madeline59@gmail.com,38,New Maryville,OK,2024-04-21,1180.59,1,Pix,3,True
546,Matthew Mcneil,andrew25@meyer.com,25,East Cynthia,NE,2025-01-14,3577.53,3,Crédito,2,False
547,Gina Jennings,melody65@yahoo.com,37,Evansport,VA,2024-05-02,3871.21,11,Boleto,5,True
548,Justin Kelly,ocarter@hotmail.com,49,South Bryanmouth,SD,2024-07-26,1881.06,6,Boleto,1,True
549,Jeffrey Alvarado,megan57@orozco.info,18,Johnsonberg,ID,2024-11-28,881.03,5,Pix,5,True
550,Julie Thomas,jason14@dunn-peterson.com,23,Ashleyview,VA,2024-12-29,3259.2,19,Pix,3,True
551,Nicole Finley,timothy93@beck-baker.com,45,New William,OH,2024-10-31,1730.87,24,Pix,5,False
552,John Fernandez,michelle08@hotmail.com,61,Manuelberg,IL,2024-08-02,4668.02,11,Crédito,5,True
553,Michele Smith,rallen@schaefer.biz,48,Kimberlyside,RI,2024-12-07,3964.44,4,Crédito,4,True
554,Scott Richards,jeremymalone@lang.com,27,Jillianburgh,NH,2024-12-28,4940.02,8,Boleto,1,False
555,Jennifer Clark,laura26@rodriguez.com,37,Lake Tracy,MS,2024-04-19,4448.08,4,Boleto,4,False
556,Zachary Taylor,staceyrichardson@fox.com,25,Jacksonview,MI,2024-04-19,126.04,2,Débito,4,True
557,Katherine James,joshuapoole@santana.info,39,Johnsonhaven,TN,2024-10-19,395.64,21,Débito,3,True
558,Angela Cordova,garzamadison@matthews.com,55,Jonesfurt,WI,2025-02-14,4501.14,6,Débito,4,True
559,Adrian Barnes DDS,fergusonholly@norman-mccarthy.net,46,North Melissaborough,MS,2024-11-29,682.77,4,Pix,5,True
560,Patrick Saunders,richardtaylor@yahoo.com,26,Bakerview,ID,2024-06-10,3018.36,15,Pix,2,True
561,Walter Johnson,fjones@kennedy-larson.com,61,Weeksburgh,WY,2024-12-11,1838.62,3,Pix,3,False
562,Kayla Hernandez,fitzpatrickmichelle@baker-williams.org,64,Harrisport,AR,2025-02-20,265.48,18,Crédito,1,True
563,Kevin Ramirez,margaret76@ware.com,18,Beasleyhaven,CO,2024-06-24,506.09,15,Débito,4,True
564,Colleen Cruz,paul45@carlson.com,58,North Lisa,MD,2025-01-20,3852.58,11,Boleto,1,True
565,Gina Holloway,nelsonmichael@gmail.com,69,Diazfurt,MI,2024-09-06,4227.77,20,Crédito,5,True
566,Brandon Moore,marywagner@yahoo.com,56,Kirkland,KS,2024-05-15,1879.8,5,Pix,4,True
567,Kristy Brown,annerodriguez@yahoo.com,43,Amandahaven,CA,2024-04-04,1309.18,5,Boleto,3,True
568,Karen Flores PhD,michelle47@patterson.net,28,West Tanner,SD,2024-07-08,2518.59,7,Débito,1,False
569,Jeffrey Beck,toddanderson@yahoo.com,69,Meltonborough,AZ,2024-03-24,846.19,10,Crédito,5,False
570,Pamela Mcclure,clarkcameron@yahoo.com,52,Crystalfurt,TX,2025-02-24,3123.01,10,Boleto,3,True
571,Jeffrey Johnson,hsanders@yahoo.com,41,Allenberg,NE,2024-09-08,3723.59,4,Boleto,5,True
572,James Cooper,douglas42@jackson.com,50,Port Ericafurt,WY,2024-04-23,3549.43,8,Débito,4,False
573,Robert Lopez,amandalynch@yahoo.com,37,Collinsstad,IA,2024-08-31,4667.19,13,Débito,1,True
574,Kimberly Morgan,zrose@carter-ramos.com,44,Romerobury,HI,2025-03-07,3048.4,5,Débito,4,False
575,Candice Simpson,irodriguez@yahoo.com,32,Elizabethstad,MI,2024-12-20,3016.47,14,Pix,5,True
576,Scott Rivera,nthompson@hotmail.com,50,Jamieland,WV,2024-11-02,3711.23,13,Pix,2,True
577,Zachary Austin,pettymarisa@bailey.com,69,Christineland,UT,2024-10-02,3656.34,1,Débito,4,False
578,Richard Jones,jeffreyrussell@hotmail.com,24,Jameston,OK,2024-03-27,1467.94,11,Boleto,2,True
579,Kelly Callahan,birdalyssa@mason-bauer.info,51,Warrenstad,OK,2024-08-26,4006.54,15,Pix,3,True
580,Karina Meyer,twilliams@yahoo.com,62,Thompsonburgh,NY,2025-02-13,4531.75,1,Boleto,2,True
581,Hannah Grant,wilkinsmartha@yahoo.com,68,Kimberlybury,IA,2025-03-16,3919.1,1,Crédito,1,True
582,Whitney Steele,diana76@hotmail.com,63,Smithland,IN,2025-02-13,4261.98,1,Crédito,5,True
583,Jennifer Lynch,hutchinsoncharles@gmail.com,59,East Michele,WI,2024-11-27,4258.74,21,Crédito,5,False
584,Hannah Adams,joshuarandall@ewing-medina.com,22,Farleymouth,OH,2024-05-30,1313.33,12,Pix,4,True
585,Hannah Cooke,johndavis@yahoo.com,47,East Meghan,NV,2024-06-17,4152.55,6,Débito,2,False
586,Cindy Clayton,kylewells@santiago.com,45,East Mathew,MI,2025-02-25,3623.01,6,Crédito,1,True
587,Mrs. Mary Hammond,dustin67@morris-horn.com,35,Pagestad,MT,2024-07-25,1684.49,19,Crédito,3,True
588,Robert Parker,paula92@russell.net,53,Kimberlyfurt,AK,2024-04-06,3405.95,11,Boleto,4,True
589,Tiffany Johnson,scottmiller@hotmail.com,20,South Perry,DE,2024-08-12,3398.63,17,Pix,3,True
590,Ebony Wilson,sgonzalez@hotmail.com,38,Hesterburgh,ND,2024-04-30,4031.54,24,Pix,4,True
591,Veronica Hunt,kevinkeller@gmail.com,63,Port Benjaminview,NY,2024-10-17,100.3,18,Boleto,3,True
592,Jerry Perry,dickersonvanessa@gmail.com,33,North Alejandro,KY,2024-04-29,3271.33,12,Pix,3,True
593,Jennifer Miller,morgan18@hotmail.com,54,Careyfort,FL,2024-06-12,3397.16,10,Boleto,1,False
594,Yesenia Thompson,cherrybrian@gmail.com,59,East Christina,LA,2024-07-30,2929.32,10,Débito,4,True
595,Jeffrey Hale,leonjessica@gmail.com,22,Lake Justin,NV,2024-09-27,3909.15,13,Boleto,5,True
596,Russell Little,brittneykim@yahoo.com,67,South Saraside,CT,2024-07-26,803.29,1,Débito,5,False
597,Seth Stanley,dmcdaniel@hotmail.com,68,Wisechester,CA,2024-03-22,1576.41,8,Pix,4,False
598,Joshua Krause,ramoserika@jones-crosby.net,31,Lake Christopher,IL,2024-05-16,3803.75,23,Crédito,2,True
599,Michael Atkinson,ngarcia@gmail.com,48,Christinabury,AZ,2024-06-11,1780.31,14,Pix,3,True
600,Brenda Harper,zmclean@benton-brown.org,63,New Marissa,CT,2024-07-14,3057.88,24,Crédito,3,True
601,Jennifer Aguilar,harold74@webb.com,41,North Brianside,IN,2024-10-17,3144.82,17,Pix,1,True
602,Erik Stokes,troymiles@yahoo.com,52,Alexandrachester,NH,2024-10-23,1563.21,12,Boleto,1,True
603,Jerry Martinez MD,james53@hotmail.com,53,Dawsonberg,CA,2024-08-09,2358.46,21,Boleto,3,True
604,Crystal Morton,tonyahays@jackson-barnes.org,27,West Maryview,WV,2024-10-02,3455.52,16,Débito,4,False
605,David Parker,athompson@yahoo.com,44,Hernandezside,WA,2025-02-24,3890.93,13,Boleto,4,True
606,Sue Horne,melvin95@burke-haynes.org,44,New Carmen,KY,2024-12-09,3271.37,6,Crédito,4,True
607,Paul Fox,grayjamie@hotmail.com,40,Emilyside,DC,2024-06-29,1990.12,3,Boleto,5,False
608,David Campbell,vbarrett@romero-hawkins.com,30,Wagnermouth,UT,2025-02-28,254.72,13,Débito,5,True
609,John Zuniga,wrubio@gmail.com,33,Stricklandshire,AZ,2024-05-02,4514.94,12,Crédito,4,True
610,Michael Dickerson,jessicamejia@anderson-lutz.com,52,Velasquezmouth,MN,2024-08-11,145.94,16,Crédito,1,True
611,David Walker,nicholassavage@gmail.com,44,Matthewsville,OH,2024-03-25,601.71,22,Pix,5,True
612,Charles Arnold,twood@yahoo.com,69,Hansontown,WI,2024-12-25,3938.04,5,Crédito,3,True
613,Alexander Hall,rosariotaylor@yahoo.com,56,Lake Jamie,NH,2024-09-13,398.37,18,Boleto,5,True
614,Jennifer Stephenson,butlercharlotte@forbes-armstrong.info,64,Port Erin,TX,2024-10-21,4440.4,13,Pix,2,True
615,Dana Castro,jessica92@yahoo.com,34,Palmerburgh,ID,2025-01-12,4500.74,13,Débito,4,True
616,Lauren Jackson,nthomas@yahoo.com,65,New Kathleen,FL,2025-03-18,374.31,17,Pix,3,True
617,William Evans,htaylor@ward.info,58,Morrishaven,SC,2024-07-01,4759.68,3,Débito,4,False
618,Rebecca Harmon,tamaramoran@harris.com,18,Greeneborough,ME,2024-11-30,2620.87,6,Débito,2,True
619,Rachel Boone,michelle13@stephens.biz,28,Johnnyside,NC,2024-04-20,103.39,21,Pix,4,False
620,Christopher Wagner,davidgrant@yahoo.com,29,Reevesborough,NE,2025-01-08,2664.49,3,Crédito,5,True
621,Joseph Snyder,dianareese@jenkins.com,31,South Matthewstad,OK,2024-07-09,1964.92,24,Boleto,4,False
622,Brady Smith,megan07@yahoo.com,25,South Joseph,ID,2024-12-20,4928.26,20,Débito,2,True
623,Angela Nixon,billy09@gmail.com,48,East Olivia,MS,2024-05-08,1376.88,22,Crédito,4,False
624,Dr. Joanna Hill,thomasjames@day.com,24,Spearston,PA,2024-08-08,2288.08,16,Débito,4,True
625,Gregory Foster,lesliesims@patel.info,63,Frazierport,WY,2025-03-09,564.02,7,Boleto,5,True
626,Stephanie Moore,ocunningham@moran.info,48,Davidville,ND,2024-09-13,4395.58,5,Débito,3,False
627,Daniel Williams,pearsonrobert@cooper.net,33,Gonzalezchester,DE,2024-03-25,283.92,10,Débito,2,True
628,Kayla Jones,watsontheresa@howard.com,59,Jillbury,NH,2025-02-21,3879.08,16,Pix,5,True
629,Jerry Strickland,logandillon@brown.info,56,Amberhaven,MT,2024-04-20,1463.81,1,Pix,3,True
630,Brandy Sims,wjimenez@hotmail.com,61,Blanchardtown,NY,2024-09-02,781.75,11,Débito,3,True
631,Alexis Hernandez,shanedaniels@gutierrez.info,36,Masonchester,LA,2025-02-12,3537.06,17,Boleto,5,True
632,Holly Stuart,michaelballard@gmail.com,25,South Eugeneside,NC,2024-12-30,3160.04,3,Pix,3,False
633,Melissa Anderson,lowejeffrey@hotmail.com,46,South Richard,SD,2024-05-25,274.35,23,Pix,1,True
634,Nicholas Bass,nicoledavis@butler.com,19,New Emilytown,AL,2024-03-26,2002.03,18,Débito,4,True
635,James Wells,smithlaura@gmail.com,59,Matthewmouth,ID,2024-12-14,2822.83,15,Débito,4,False
636,John Phillips,heathermanning@mendoza.com,20,East Jordanstad,MD,2024-12-07,1846.56,6,Boleto,3,True
637,Susan Bailey,anitabaldwin@cherry.net,68,Erikshire,NM,2024-07-27,3195.42,6,Pix,4,True
638,Jamie Riley,richardlittle@mann.info,46,East Nicole,KS,2024-09-14,2366.66,3,Pix,3,False
639,Kathryn Craig,rmills@saunders.com,32,Danafort,WY,2024-09-22,3267.01,4,Débito,5,True
640,Sarah Lopez,charlesmarshall@yahoo.com,55,Westton,IN,2024-10-19,3086.73,12,Pix,4,True
641,Jose Hicks,shortraymond@yahoo.com,45,Michaelamouth,HI,2024-12-05,1084.66,20,Débito,3,True
642,Kelly Mccullough,gregory68@yahoo.com,54,East Christinetown,OH,2024-12-03,1755.42,14,Crédito,3,False
643,Katie Mckenzie,uroberson@bell.com,49,West Kimberly,AZ,2025-02-13,1585.94,4,Débito,4,False
644,Glenn Hamilton,jessica97@hotmail.com,47,East Apriltown,TX,2024-06-26,4904.01,6,Débito,4,True
645,Matthew Williams,lindsey78@hotmail.com,68,Lake Bryantown,NC,2024-05-29,1295.13,22,Débito,4,False
646,Tracy Ellis,strongjerry@parker.biz,64,Burkeburgh,IN,2024-10-28,1228.5,2,Crédito,5,True
647,Dakota Garcia,juan03@gmail.com,47,West Kenneth,MT,2024-10-27,381.61,9,Débito,4,False
648,Riley Smith,annatran@hotmail.com,68,Veronicaville,CA,2024-11-29,4747.37,8,Débito,5,True
649,Teresa Lopez,qbrown@hotmail.com,51,Billyland,HI,2024-12-23,2432.42,8,Débito,3,True
650,Vincent Ward,smithjennifer@gmail.com,30,West Kennethfort,SD,2025-02-22,4946.26,2,Crédito,1,True
651,Alexa Ewing,ryanedward@keller.com,50,East Vincent,NY,2025-01-12,3773.54,10,Crédito,2,True
652,Lawrence Hebert,terri97@ramirez-mcdaniel.com,59,Marieville,ID,2024-04-03,267.8,16,Boleto,2,False
653,Emily Short,johnbyrd@hotmail.com,34,South Michaelberg,NC,2024-05-11,3998.17,14,Pix,4,True
654,Jonathan Cox,bridget34@jefferson.com,20,Matthewland,WI,2024-08-12,4552.79,1,Crédito,4,True
655,Kevin Casey,nadams@kelly.info,26,Marymouth,NM,2024-04-16,3705.13,5,Débito,4,True
656,Patricia Smith,xerickson@hotmail.com,69,Ferrellburgh,VT,2024-08-04,1403.06,23,Débito,2,True
657,Heather Clark,amber59@yahoo.com,28,New Nicholas,ID,2024-06-04,812.63,1,Boleto,2,False
658,Christina Lopez,diazdavid@mcclure-jimenez.info,66,Lorichester,CO,2025-01-16,1050.88,12,Pix,1,True
659,Matthew Carr,ericfoster@gmail.com,44,Jasonview,AR,2024-10-04,4965.14,20,Boleto,1,True
660,Laurie Shepard,nicolebowers@turner.org,45,East Steven,OH,2024-07-19,2550.1,4,Pix,3,True
661,Susan Brown,kevinstone@gmail.com,19,West Victoria,OR,2024-06-01,4983.05,5,Débito,4,True
662,Amanda Holland,mary93@yahoo.com,18,North Jeremyfort,AL,2024-11-25,3327.16,16,Boleto,4,False
663,Kathryn Barnes,zking@williams-hamilton.biz,23,West Destiny,UT,2024-12-08,4659.1,18,Pix,4,True
664,Thomas Howe,ndecker@lambert.info,42,Jenniferview,MO,2024-05-01,3252.75,11,Crédito,1,False
665,Michelle Morgan,csampson@gmail.com,52,Nicholeport,LA,2025-01-27,1308.23,17,Boleto,5,True
666,William Sandoval,tracyjones@jones.com,33,North Angela,IA,2024-12-25,1643.61,21,Débito,3,True
667,William Lynch,coxjavier@hotmail.com,21,Smithport,NJ,2025-02-14,4524.6,7,Boleto,3,False
668,Steven Miller,kristinetodd@johnson-rubio.info,64,Lake Carlosside,PA,2025-01-30,4618.26,3,Débito,5,True
669,Caitlin Rodriguez,saracooper@bolton.info,55,East Mark,GA,2024-07-26,3225.42,18,Crédito,1,False
670,Miguel Franklin,hwilliams@gmail.com,61,Bethtown,PA,2024-05-23,579.69,19,Débito,2,True
671,Christopher Bradshaw,allenerin@duarte.info,37,Gibsonville,RI,2024-11-02,1378.46,2,Débito,3,True
672,Melissa Hess,tanyapotter@chavez.info,42,South Bernard,OH,2024-05-18,971.86,1,Crédito,5,True
673,Ashley Ayala,erika69@wolf-allen.com,24,Lake Amanda,CO,2025-02-18,3138.26,2,Pix,4,False
674,Nicole Olson,qwebb@gmail.com,38,Lake Zoe,WA,2024-09-28,856.51,7,Débito,3,True
675,Ariel Duran,michelle94@gmail.com,24,Woodview,OH,2024-11-07,2260.15,5,Crédito,5,False
676,Richard Reid,jerrysmith@morris-jones.com,46,South Emily,MA,2024-11-06,2806.96,5,Crédito,4,False
677,Kimberly Jones,dhopkins@yahoo.com,69,Port Michelleside,MT,2024-11-19,1216.57,16,Pix,1,True
678,Adrian Rowe,geraldburke@hotmail.com,24,Burgessberg,NH,2025-01-02,1213.07,22,Boleto,3,False
679,Bryce Cruz,william16@yahoo.com,20,Kathrynhaven,AK,2024-05-18,1408.03,20,Boleto,3,True
680,Stacey Edwards,dawn44@griffin-ortiz.biz,46,Annettefurt,CA,2024-07-01,4495.58,7,Boleto,2,True
681,Angela Myers,mcculloughrobyn@hotmail.com,46,Port Rebeccaberg,NV,2024-09-15,2866.67,11,Pix,3,True
682,Victoria Williams,stewartricardo@hotmail.com,56,Thomaschester,KY,2024-07-09,716.47,17,Débito,4,True
683,Thomas Johnson,terrykim@hotmail.com,55,Jenningston,VA,2025-02-07,1104.56,3,Crédito,2,True
684,Jennifer Castro,smithmichael@clark.com,23,East Deborahburgh,NC,2024-11-07,4690.54,15,Débito,4,True
685,Jennifer Mcclain,andrea46@steele.com,63,Martinfurt,NJ,2024-09-13,1928.22,15,Boleto,3,True
686,Victoria Brown,howardgregory@yahoo.com,27,West Jeremyborough,RI,2025-02-08,1816.9,15,Boleto,1,True
687,Sherry Thomas,smithjason@hotmail.com,54,Whitebury,NM,2024-08-31,2402.97,1,Crédito,3,False
688,Bethany Clark,klawson@harris-richardson.org,31,Lake Vickiton,SD,2024-12-22,2031.39,8,Crédito,4,True
689,Sandra Ray,bmeyer@yahoo.com,39,Billton,NC,2024-05-28,1757.58,24,Débito,2,False
690,David Powell,vmunoz@hotmail.com,49,Annmouth,IL,2024-08-30,1895.75,2,Débito,4,False
691,Mark Williams,goodwinperry@day.com,35,Lake Daniel,CA,2025-01-08,4345.65,5,Boleto,2,True
692,Andrea Smith,sheltonmark@gmail.com,53,Justinbury,RI,2025-03-07,3504.17,9,Crédito,5,True
693,Raymond Wall,denise90@hotmail.com,63,North Kathy,NH,2024-11-06,187.07,16,Crédito,4,False
694,Teresa Wilson,scottortiz@hill.com,69,Laurenshire,AZ,2025-01-06,4794.91,1,Boleto,2,False
695,Patrick Morris,atkinsondaniel@hotmail.com,26,Parkerport,DE,2025-01-30,4135.5,4,Boleto,4,True
696,Kenneth Brown,frankconner@gmail.com,43,Port Brian,UT,2024-08-21,4613.19,16,Boleto,5,True
697,David Rivera,davismonica@gmail.com,39,Port Amandaland,MN,2025-03-16,1279.41,21,Boleto,5,True
698,Mr. Bradley Stewart,lwashington@simpson-johnson.com,63,Watsonton,KY,2024-06-07,3473.47,11,Débito,3,True
699,Jamie Castillo,frances32@yahoo.com,55,Carterburgh,SC,2024-04-24,4886.13,23,Pix,4,True
700,Benjamin Robinson,dalton68@hotmail.com,40,South Arthur,MD,2024-04-25,722.73,2,Boleto,4,True
701,Sandra Dixon,lepaula@yahoo.com,34,Lake Angela,NH,2025-01-23,3758.77,4,Crédito,4,False
702,Benjamin Moore,wbyrd@smith.com,43,Silvastad,CO,2024-10-15,1288.4,4,Pix,3,True
703,Keith Beck,randallkelly@rodriguez.com,64,Knoxland,WA,2024-11-18,2599.1,3,Boleto,5,True
704,Krystal Bell,amandabrooks@gmail.com,55,New Kathryn,IL,2024-05-28,1337.12,21,Débito,3,True
705,Monica Morales,yjones@mueller.com,19,Flowersmouth,WY,2025-01-31,3280.25,5,Boleto,5,True
706,Natasha Conway,grantpaul@hotmail.com,23,Elizabethberg,IA,2024-12-12,3469.19,11,Boleto,2,False
707,Gregory Waters,terrykevin@bridges-williams.net,24,Ellisport,ND,2024-04-01,308.82,15,Boleto,5,True
708,James Rowland,lhuffman@hall.info,30,Lake Larry,NE,2024-08-19,2791.26,21,Pix,4,False
709,Jose Wright,qrodriguez@macias.com,44,Lake Tiffany,IN,2025-02-02,3251.67,10,Pix,5,False
710,Brian Graham,wilsonrichard@faulkner.com,28,Port Andres,NH,2024-06-27,2895.07,6,Boleto,4,True
711,Kimberly Stone,linda39@myers.com,32,Arnoldborough,IA,2025-03-21,1441.02,20,Crédito,5,False
712,Andrew Howard,heathergriffin@robinson-howell.com,26,Smalltown,MA,2024-06-20,1182.04,23,Crédito,2,True
713,Catherine Adams,bondgrace@yahoo.com,25,North Virginiaborough,KY,2025-03-05,852.55,6,Boleto,1,False
714,Dr. Travis Smith,stacey81@hotmail.com,63,North Robertberg,NC,2024-07-24,3823.38,4,Pix,4,False
715,Cynthia Pena,samanthaortiz@harper.com,23,Port Paula,TN,2024-09-21,3984.32,20,Crédito,5,True
716,Stacy Vega,sharon64@williams-burton.biz,65,West Taylor,WA,2024-12-27,2796.65,24,Pix,5,True
717,Rachel Martin,tonya06@gmail.com,60,Hintonmouth,WV,2024-05-25,2708.4,17,Pix,1,True
718,Parker Fox,elliottjustin@rivers.org,21,Donaldport,HI,2024-03-27,1869.42,8,Boleto,3,True
719,Mrs. Janice Roberts DVM,fdavis@williams.com,28,West William,PA,2024-07-24,471.67,11,Boleto,3,True
720,Dr. Michael Lutz,hopkinsjeffery@norton.com,68,Lake Michelleborough,IA,2024-07-29,4921.75,13,Boleto,5,False
721,Vanessa Thompson,jessica90@yahoo.com,45,New Richard,NH,2024-06-12,4362.26,5,Boleto,3,True
722,Kenneth Good,awatkins@yahoo.com,43,New Laurenland,VA,2024-03-28,1106.95,17,Débito,4,False
723,Sharon Fuller,robinsonjason@spence-anderson.info,21,West Rhondaside,TX,2025-01-07,2181.78,13,Pix,2,True
724,Jenna Richardson,butlermark@gmail.com,32,Amandachester,KY,2024-10-20,3297.32,16,Débito,4,True
