Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Cidade,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Month,Total_com_imposto,Ticket_Type,Branch,Total
5123,CA-2015-149538,2015-04-04,08/04/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,LAFAYETTE,Louisiana,70506.0,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,4,19.8288,Low,D,19.44
5124,CA-2015-149538,2015-04-04,08/04/2015,Standard Class,KB-16585,Ken Black,Corporate,United States,LAFAYETTE,Louisiana,70506.0,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,4,13.2192,Low,D,12.96
5125,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9,473.57784,Low,B,464.29
5126,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,9,69.8292,Low,B,68.46
5127,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,9,2855.9592000000002,High,B,2799.96
5128,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,9,613.3259999999999,High,B,601.3
5129,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,9,17.3298,Low,B,16.99
5130,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,9,293.72940000000006,Low,B,287.97
5131,CA-2015-160766,2015-09-14,14/09/2015,Same Day,DM-13015,Darrin Martin,Consumer,United States,NEW YORK CITY,New York,10009.0,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9,45.7164,Low,B,44.82
5132,CA-2018-146626,2018-12-29,05/01/2019,Standard Class,BP-11185,Ben Peterman,Corporate,United States,ANAHEIM,California,92804.0,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,12,103.14240000000001,Low,A,101.12
5133,CA-2016-123330,2016-06-21,27/06/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,DELTONA,Florida,32725.0,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,6,110.13552,Low,D,107.98
5134,CA-2018-155607,2018-11-26,30/11/2018,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,NEW YORK CITY,New York,10009.0,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,11,59.904599999999995,Low,B,58.73
5135,CA-2018-155607,2018-11-26,30/11/2018,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,NEW YORK CITY,New York,10009.0,East,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,93.344,11,95.21087999999999,Low,B,93.34
5136,CA-2017-151323,2017-10-23,28/10/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,SEATTLE,Washington,98103.0,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,10,17.391000000000002,Low,A,17.05
5137,CA-2016-146696,2016-12-14,19/12/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,SAN DIEGO,California,92105.0,West,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,12,8.25792,Low,A,8.1
5138,CA-2017-128972,2017-11-13,17/11/2017,Standard Class,TS-21430,Tom Stivers,Corporate,United States,OKLAHOMA CITY,Oklahoma,73120.0,Central,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,11,30.9672,Low,C,30.36
5139,CA-2018-128335,2018-09-29,05/10/2018,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,MOUNT VERNON,New York,10550.0,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,9,23.8068,Low,B,23.34
5140,CA-2018-128335,2018-09-29,05/10/2018,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,MOUNT VERNON,New York,10550.0,East,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,9,52.580999999999996,Low,B,51.55
5141,CA-2016-154886,2016-11-08,12/11/2016,Standard Class,SW-20455,Shaun Weien,Consumer,United States,SAN FRANCISCO,California,94109.0,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,11,122.298,Low,A,119.9
5142,CA-2017-111213,2017-04-01,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,NEW YORK CITY,New York,10009.0,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,4,1343.84184,High,B,1317.49
5143,CA-2017-111213,2017-04-01,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,NEW YORK CITY,New York,10009.0,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,63.84,4,65.1168,Low,B,63.84
5144,CA-2017-111213,2017-04-01,05/04/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,NEW YORK CITY,New York,10009.0,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,3.66384,Low,B,3.59
5145,CA-2018-161333,2018-02-02,07/02/2018,Standard Class,JL-15835,John Lee,Consumer,United States,LOS ANGELES,California,90045.0,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,87.9852,Low,A,86.26
5146,CA-2018-161333,2018-02-02,07/02/2018,Standard Class,JL-15835,John Lee,Consumer,United States,LOS ANGELES,California,90045.0,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,2,141.8208,Low,A,139.04
5147,CA-2018-161333,2018-02-02,07/02/2018,Standard Class,JL-15835,John Lee,Consumer,United States,LOS ANGELES,California,90045.0,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,2,47.736,Low,A,46.8
5148,CA-2018-128734,2018-12-24,31/12/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,CHANDLER,Arizona,85224.0,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,12,8.71488,Low,A,8.54
5149,CA-2018-128734,2018-12-24,31/12/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,CHANDLER,Arizona,85224.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,842.376,12,859.22352,High,A,842.38
5150,CA-2015-141796,2015-06-21,21/06/2015,Same Day,JG-15160,James Galang,Consumer,United States,LONG BEACH,New York,11561.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,6,1239.147,High,B,1214.85
5151,CA-2018-125101,2018-03-06,10/03/2018,Second Class,SH-19975,Sally Hughsby,Corporate,United States,SAN FRANCISCO,California,94109.0,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,3,69.1356,Low,A,67.78
5152,CA-2018-169929,2018-09-25,28/09/2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,HELENA,Montana,59601.0,West,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,39.9,9,40.698,Low,A,39.9
5153,US-2015-121566,2015-06-30,06/07/2015,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,NEW YORK CITY,New York,10011.0,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,6,2.74176,Low,B,2.69
5154,US-2015-121566,2015-06-30,06/07/2015,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,NEW YORK CITY,New York,10011.0,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,6,6.731999999999999,Low,B,6.6
5155,US-2016-124219,2016-08-07,08/08/2016,First Class,KW-16570,Kelly Williams,Consumer,United States,KIRKWOOD,Missouri,63122.0,Central,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,8,28.968,Low,C,28.4
5156,US-2016-124219,2016-08-07,08/08/2016,First Class,KW-16570,Kelly Williams,Consumer,United States,KIRKWOOD,Missouri,63122.0,Central,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,8,217.1988,Low,C,212.94
5157,CA-2018-163006,2018-06-30,04/07/2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,CHICAGO,Illinois,60653.0,Central,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,6,1021.61568,High,C,1001.58
5158,CA-2018-163006,2018-06-30,04/07/2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,CHICAGO,Illinois,60653.0,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,6,580.43916,High,C,569.06
5159,CA-2018-163006,2018-06-30,04/07/2018,Second Class,GH-14410,Gary Hansen,Home Office,United States,CHICAGO,Illinois,60653.0,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,6,14.50848,Low,C,14.22
5160,CA-2016-156146,2016-10-26,30/10/2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,PEORIA,Arizona,85345.0,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,10,107.69568000000001,Low,A,105.58
5161,CA-2016-156146,2016-10-26,30/10/2016,Second Class,AG-10495,Andrew Gjertsen,Corporate,United States,PEORIA,Arizona,85345.0,West,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,68.72,10,70.0944,Low,A,68.72
5162,CA-2015-111192,2015-07-30,05/08/2015,Standard Class,TS-21430,Tom Stivers,Corporate,United States,SEATTLE,Washington,98103.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,7,1395.1968,High,A,1367.84
5163,CA-2017-115378,2017-11-18,23/11/2017,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,TAYLOR,Michigan,48180.0,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,11,307.9992,Low,C,301.96
5164,CA-2016-161627,2016-07-06,11/07/2016,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,PASADENA,California,91104.0,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.352,7,173.75904,Low,A,170.35
5165,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,11,3.9779999999999998,Low,C,3.9
5166,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.84,11,13.0968,Low,C,12.84
5167,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,11,16.1568,Low,C,15.84
5168,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,11,575.2188000000001,High,C,563.94
5169,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,11,64.1988,Low,C,62.94
5170,CA-2015-121006,2015-11-10,16/11/2015,Standard Class,SC-20020,Sam Craven,Consumer,United States,MIDLAND,Michigan,48640.0,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,11,546.1182,High,C,535.41
5171,CA-2017-122903,2017-05-27,29/05/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,DETROIT,Michigan,48205.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,3574.998,High,C,3504.9
5172,CA-2017-122903,2017-05-27,29/05/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,DETROIT,Michigan,48205.0,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,144.12,5,147.0024,Low,C,144.12
5173,CA-2017-122903,2017-05-27,29/05/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,DETROIT,Michigan,48205.0,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,314.55,5,320.841,Low,C,314.55
5174,CA-2016-107741,2016-03-08,10/03/2016,First Class,FC-14335,Fred Chung,Corporate,United States,PUEBLO,Colorado,81001.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,3,3.47616,Low,A,3.41
5175,CA-2018-106432,2018-10-19,24/10/2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,WACO,Texas,76706.0,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,10,2.11344,Low,C,2.07
5176,CA-2018-106432,2018-10-19,24/10/2018,Standard Class,CA-12265,Christina Anderson,Consumer,United States,WACO,Texas,76706.0,Central,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,10,334.96718400000003,Low,C,328.4
5177,CA-2017-148908,2017-11-05,08/11/2017,First Class,JH-15985,Joseph Holt,Consumer,United States,SAN FRANCISCO,California,94109.0,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,11,54.31296,Low,A,53.25
5178,CA-2017-123015,2017-12-26,30/12/2017,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,NEW YORK CITY,New York,10024.0,East,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.992,12,5.09184,Low,B,4.99
5179,US-2016-120502,2016-04-13,19/04/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,LOS ANGELES,California,90036.0,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,4,38.4336,Low,A,37.68
5180,US-2016-120502,2016-04-13,19/04/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,LOS ANGELES,California,90036.0,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.576,4,263.74752,Low,A,258.58
5181,US-2016-120502,2016-04-13,19/04/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,LOS ANGELES,California,90036.0,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,4,77.3568,Low,A,75.84
5182,CA-2018-108749,2018-09-12,15/09/2018,First Class,DJ-13510,Don Jones,Corporate,United States,WOONSOCKET,Rhode Island,2895.0,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,45.36,9,46.2672,Low,B,45.36
5183,CA-2018-108749,2018-09-12,15/09/2018,First Class,DJ-13510,Don Jones,Corporate,United States,WOONSOCKET,Rhode Island,2895.0,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,45.78,9,46.6956,Low,B,45.78
5184,CA-2018-163335,2018-09-24,27/09/2018,First Class,AG-10675,Anna Gayman,Consumer,United States,COLUMBUS,Georgia,31907.0,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,9,41.0958,Low,D,40.29
5185,CA-2018-163335,2018-09-24,27/09/2018,First Class,AG-10675,Anna Gayman,Consumer,United States,COLUMBUS,Georgia,31907.0,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,9,39.4842,Low,D,38.71
5186,CA-2016-134719,2016-10-10,15/10/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,JACKSONVILLE,Florida,32216.0,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,10,1837.6646400000002,High,D,1801.63
5187,US-2016-154389,2016-11-27,03/12/2016,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,PHILADELPHIA,Pennsylvania,19140.0,East,TEC-PH-10002789,Technology,Phones,LG Exalt,748.752,11,763.72704,High,B,748.75
5188,CA-2016-115567,2016-09-13,18/09/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,COLUMBUS,Indiana,47201.0,Central,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,9,203.9592,Low,C,199.96
5189,CA-2016-115567,2016-09-13,18/09/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,COLUMBUS,Indiana,47201.0,Central,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,9,1546.5240000000001,High,C,1516.2
5190,US-2018-136679,2018-11-14,18/11/2018,Standard Class,XP-21865,Xylona Preis,Consumer,United States,PASADENA,Texas,77506.0,Central,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.952,11,171.31104,Low,C,167.95
5191,US-2018-136679,2018-11-14,18/11/2018,Standard Class,XP-21865,Xylona Preis,Consumer,United States,PASADENA,Texas,77506.0,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,11,45.9408,Low,C,45.04
5192,US-2018-141943,2018-05-05,09/05/2018,Standard Class,DK-12985,Darren Koutras,Consumer,United States,SAN FRANCISCO,California,94122.0,West,OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,5,23.6232,Low,A,23.16
5193,CA-2015-101560,2015-11-28,01/12/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,COLUMBIA,South Carolina,29203.0,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,11,405.552,Low,D,397.6
5194,CA-2015-101560,2015-11-28,01/12/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,COLUMBIA,South Carolina,29203.0,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,11,87.6792,Low,D,85.96
5195,CA-2015-101560,2015-11-28,01/12/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,COLUMBIA,South Carolina,29203.0,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,11,13.382399999999999,Low,D,13.12
5196,CA-2015-101560,2015-11-28,01/12/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,COLUMBIA,South Carolina,29203.0,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,11,46.5732,Low,D,45.66
5197,CA-2015-159709,2015-05-10,15/05/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,KENT,Washington,98031.0,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,5,161.2926,Low,A,158.13
5198,CA-2015-159709,2015-05-10,15/05/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,KENT,Washington,98031.0,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,44.472,Low,A,43.6
5199,CA-2017-103982,2017-03-03,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,ROUND ROCK,Texas,78664.0,Central,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,4008.67344,High,C,3930.07
5200,CA-2017-103982,2017-03-03,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,ROUND ROCK,Texas,78664.0,Central,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,3,2.3500799999999997,Low,C,2.3
5201,CA-2017-103982,2017-03-03,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,ROUND ROCK,Texas,78664.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,440.61552,Low,C,431.98
5202,CA-2017-103982,2017-03-03,08/03/2017,Standard Class,AA-10315,Alex Avila,Consumer,United States,ROUND ROCK,Texas,78664.0,Central,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,3,42.5544,Low,C,41.72
5203,CA-2016-142454,2016-08-15,19/08/2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,OAKLAND,California,94601.0,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,8,106.31460000000001,Low,A,104.23
5204,CA-2016-142454,2016-08-15,19/08/2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,OAKLAND,California,94601.0,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,8,71.66520000000001,Low,A,70.26
5205,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,9,9.4452,Low,B,9.26
5206,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,9,108.09960000000001,Low,B,105.98
5207,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,9,1.2648,Low,B,1.24
5208,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,20.7,9,21.114,Low,B,20.7
5209,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9,9,29.477999999999998,Low,B,28.9
5210,CA-2016-102016,2016-09-12,18/09/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,AUBURN,New York,13021.0,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,9,27.7236,Low,B,27.18
5211,CA-2016-156755,2016-01-12,18/01/2016,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,NEWARK,Delaware,19711.0,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,1,474.4836,Low,B,465.18
5212,CA-2016-130876,2016-05-12,16/05/2016,Second Class,AZ-10750,Annie Zypern,Consumer,United States,NEW YORK CITY,New York,10024.0,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,5,37.3626,Low,B,36.63
5213,CA-2017-145898,2017-09-26,26/09/2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,REDLANDS,California,92374.0,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,9,52.479000000000006,Low,A,51.45
5214,CA-2017-145898,2017-09-26,26/09/2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,REDLANDS,California,92374.0,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,7.83,9,7.9866,Low,A,7.83
5215,CA-2017-145898,2017-09-26,26/09/2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,REDLANDS,California,92374.0,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,9,36.108,Low,A,35.4
5216,CA-2017-145898,2017-09-26,26/09/2017,Same Day,CM-12445,Chuck Magee,Consumer,United States,REDLANDS,California,92374.0,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,9,30.497999999999998,Low,A,29.9
5217,US-2018-159562,2018-09-09,15/09/2018,Standard Class,JB-16000,Joy Bell-,Consumer,United States,ROSEVILLE,Michigan,48066.0,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,9,17.8296,Low,C,17.48
5218,CA-2018-134635,2018-04-15,17/04/2018,Second Class,NS-18640,Noel Staavos,Corporate,United States,LOS ANGELES,California,90049.0,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,79.14,4,80.7228,Low,A,79.14
5219,CA-2018-167080,2018-06-10,14/06/2018,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,NEW YORK CITY,New York,10011.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,6,8.568000000000001,Low,B,8.4
5220,CA-2018-145653,2018-09-01,01/09/2018,Same Day,CA-12775,Cynthia Arntzen,Consumer,United States,DETROIT,Michigan,48205.0,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,9,508.2252,Low,C,498.26
5221,CA-2015-140487,2015-06-14,20/06/2015,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,DETROIT,Michigan,48234.0,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,6,217.1988,Low,C,212.94
5222,CA-2018-117401,2018-05-18,22/05/2018,Second Class,PP-18955,Paul Prost,Home Office,United States,SPRINGFIELD,Missouri,65807.0,Central,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,5,720.9972,High,C,706.86
5223,CA-2018-117401,2018-05-18,22/05/2018,Second Class,PP-18955,Paul Prost,Home Office,United States,SPRINGFIELD,Missouri,65807.0,Central,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,5,117.24900000000001,Low,C,114.95
5224,CA-2018-117401,2018-05-18,22/05/2018,Second Class,PP-18955,Paul Prost,Home Office,United States,SPRINGFIELD,Missouri,65807.0,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,5,44.053799999999995,Low,C,43.19
